400;1;400;279;6;121;69.75
400;2;400;277;5;123;69.25
400;3;400;275;6;125;68.75
400;4;400;271;3;129;67.75
400;5;400;277;7;123;69.25
400;6;400;275;6;125;68.75
400;7;400;282;3;118;70.50
400;8;400;274;0;126;68.50
400;9;400;262;1;138;65.50
400;10;400;279;5;121;69.75
400;11;400;280;4;120;70.00
400;12;400;278;3;122;69.50
400;13;400;283;6;117;70.75
400;14;400;273;5;127;68.25
400;15;400;282;2;118;70.50
400;16;400;282;6;118;70.50
400;17;400;261;4;139;65.25
400;18;400;296;8;104;74.00
400;19;400;280;4;120;70.00
400;20;400;270;5;130;67.50
400;21;400;257;9;143;64.25
400;22;400;270;6;130;67.50
400;23;400;270;5;130;67.50
400;24;400;291;7;109;72.75
400;25;400;273;4;127;68.25
400;26;400;265;6;135;66.25
400;27;400;271;3;129;67.75
400;28;400;258;8;142;64.50
400;29;400;270;2;130;67.50
400;30;400;267;7;133;66.75
400;31;400;271;4;129;67.75
400;32;400;267;4;133;66.75
400;33;400;290;9;110;72.50
400;34;400;262;6;138;65.50
400;35;400;268;1;132;67.00
400;36;400;261;5;139;65.25
400;37;400;280;10;120;70.00
400;38;400;273;1;127;68.25
400;39;400;271;10;129;67.75
400;40;400;278;1;122;69.50
400;41;400;269;4;131;67.25
400;42;400;270;4;130;67.50
400;43;400;275;5;125;68.75
400;44;400;287;2;113;71.75
400;45;400;266;6;134;66.50
400;46;400;285;5;115;71.25
400;47;400;268;9;132;67.00
400;48;400;270;5;130;67.50
400;49;400;276;6;124;69.00
400;50;400;282;4;118;70.50
400;51;400;267;7;133;66.75
400;52;400;270;4;130;67.50
400;53;400;273;4;127;68.25
400;54;400;283;3;117;70.75
400;55;400;263;6;137;65.75
400;56;400;285;6;115;71.25
400;57;400;271;7;129;67.75
400;58;400;272;4;128;68.00
400;59;400;266;7;134;66.50
400;60;400;280;6;120;70.00
400;61;400;278;9;122;69.50
400;62;400;296;6;104;74.00
400;63;400;277;4;123;69.25
400;64;400;281;6;119;70.25
400;65;400;279;7;121;69.75
400;66;400;283;7;117;70.75
400;67;400;282;8;118;70.50
400;68;400;287;5;113;71.75
400;69;400;273;3;127;68.25
400;70;400;281;6;119;70.25
400;71;400;273;6;127;68.25
400;72;400;268;7;132;67.00
400;73;400;290;4;110;72.50
400;74;400;274;5;126;68.50
400;75;400;276;4;124;69.00
400;76;400;278;4;122;69.50
400;77;400;292;5;108;73.00
400;78;400;261;1;139;65.25
400;79;400;272;1;128;68.00
400;80;400;274;3;126;68.50
400;81;400;278;7;122;69.50
400;82;400;295;6;105;73.75
400;83;400;292;5;108;73.00
400;84;400;277;3;123;69.25
400;85;400;282;2;118;70.50
400;86;400;279;7;121;69.75
400;87;400;281;7;119;70.25
400;88;400;270;4;130;67.50
400;89;400;253;3;147;63.25
400;90;400;282;6;118;70.50
400;91;400;286;7;114;71.50
400;92;400;280;3;120;70.00
400;93;400;290;5;110;72.50
400;94;400;262;7;138;65.50
400;95;400;269;7;131;67.25
400;96;400;275;8;125;68.75
400;97;400;275;8;125;68.75
400;98;400;279;6;121;69.75
400;99;400;275;8;125;68.75
400;100;400;276;1;124;69.00
600;3;600;400;9;200;66.67
