Mutant;ALL;Jaccard
e_pow.mut.169.3_2_21.ROR.__ieee754_pow;1;1
e_pow.mut.169.3_5_15.ICR.__ieee754_pow;1;1
e_pow.mut.169.3_5_18.UOI.__ieee754_pow;1;1
e_pow.mut.169.3_6_37.AOR.__ieee754_pow;1;1
e_pow.mut.169.3_9_23.UOI.__ieee754_pow;1;1
e_pow.mut.169.4_11_23.UOI.__ieee754_pow;0;0
e_pow.mut.169.4_15_39.UOI.__ieee754_pow;0;0
e_pow.mut.169.4_15_41.ICR.__ieee754_pow;1;1
e_pow.mut.169.4_2_15.ICR.__ieee754_pow;1;1
e_pow.mut.169.4_3_11.UOI.__ieee754_pow;1;1
e_pow.mut.169.4_3_21.ROR.__ieee754_pow;1;1
e_pow.mut.169.4_4_17.AOR.__ieee754_pow;0;0
e_pow.mut.169.4_7_18.UOI.__ieee754_pow;0;0
e_pow.mut.169.4_8_36.ICR.__ieee754_pow;1;1
e_pow.mut.169.4_8_37.AOR.__ieee754_pow;1;1
e_pow.mut.169.5_1_17.AOR.__ieee754_pow;0;0
e_pow.mut.169.5_3_15.ICR.__ieee754_pow;1;1
e_pow.mut.169.6_10_36.ICR.__ieee754_pow;1;1
e_pow.mut.169.6_4_15.ICR.__ieee754_pow;1;1
e_pow.mut.169.7_2_40.LCR.__ieee754_pow;1;1
e_pow.mut.169.8_1_40.LCR.__ieee754_pow;1;1
e_pow.mut.175.1_1_2.SDL.__ieee754_pow;0;0
e_pow.mut.175.1_2_5.UOI.__ieee754_pow;1;1
e_pow.mut.175.1_2_9.ICR.__ieee754_pow;1;1
e_pow.mut.175.2_1_9.ICR.__ieee754_pow;0;0
e_pow.mut.175.2_4_5.UOI.__ieee754_pow;0;0
e_pow.mut.175.2_5_7.ROR.__ieee754_pow;1;1
e_pow.mut.175.3_1_5.UOI.__ieee754_pow;0;0
e_pow.mut.175.4_3_5.UOI.__ieee754_pow;0;0
e_pow.mut.176.1_1_6.SDL.__ieee754_pow;0;0
e_pow.mut.176.1_2_10.UOI.__ieee754_pow;1;1
e_pow.mut.176.1_6_14.ICR.__ieee754_pow;0;0
e_pow.mut.176.2_2_12.ROD.__ieee754_pow;1;1
e_pow.mut.176.2_4_10.UOI.__ieee754_pow;1;1
e_pow.mut.176.3_1_10.UOI.__ieee754_pow;1;1
e_pow.mut.176.3_2_12.ROR.__ieee754_pow;1;1
e_pow.mut.176.3_5_14.ICR.__ieee754_pow;0;0
e_pow.mut.176.4_2_14.ICR.__ieee754_pow;0;0
e_pow.mut.176.4_3_10.UOI.__ieee754_pow;1;1
e_pow.mut.176.5_3_14.ICR.__ieee754_pow;1;1
e_pow.mut.177.1_1_10.SDL.__ieee754_pow;0;0
e_pow.mut.177.1_1_14.BOD.__ieee754_pow;1;1
e_pow.mut.177.1_2_15.UOI.__ieee754_pow;1;1
e_pow.mut.177.1_3_17.AOR.__ieee754_pow;1;1
e_pow.mut.177.1_6_18.ICR.__ieee754_pow;1;1
e_pow.mut.177.1_6_30.UOI.__ieee754_pow;1;1
e_pow.mut.177.1_8_35.ICR.__ieee754_pow;1;1
e_pow.mut.177.2_1_18.ICR.__ieee754_pow;1;1
e_pow.mut.177.2_2_29.BOD.__ieee754_pow;0;0
e_pow.mut.177.2_4_15.UOI.__ieee754_pow;0;0
e_pow.mut.177.2_5_33.ROR.__ieee754_pow;1;1
e_pow.mut.177.2_7_35.ICR.__ieee754_pow;1;1
e_pow.mut.177.2_8_30.UOI.__ieee754_pow;0;0
e_pow.mut.177.3_1_15.UOI.__ieee754_pow;1;1
e_pow.mut.177.3_2_17.AOR.__ieee754_pow;1;1
e_pow.mut.177.3_5_30.UOI.__ieee754_pow;1;1
e_pow.mut.177.4_2_18.ICR.__ieee754_pow;1;1
e_pow.mut.177.4_3_15.UOI.__ieee754_pow;1;1
e_pow.mut.177.4_4_17.AOR.__ieee754_pow;1;1
e_pow.mut.177.4_7_30.UOI.__ieee754_pow;0;0
e_pow.mut.177.5_1_17.AOR.__ieee754_pow;0;0
e_pow.mut.177.5_3_18.ICR.__ieee754_pow;1;1
e_pow.mut.177.6_1_29.LCR.__ieee754_pow;1;1
e_pow.mut.177.8_2_29.LCR.__ieee754_pow;0;0
e_pow.mut.178.1_1_14.ABS.__ieee754_pow;1;1
e_pow.mut.179.1_2_19.UOI.__ieee754_pow;0;0
e_pow.mut.179.1_6_25.ICR.__ieee754_pow;1;1
e_pow.mut.179.2_4_19.UOI.__ieee754_pow;0;0
e_pow.mut.179.3_1_19.UOI.__ieee754_pow;1;1
e_pow.mut.179.4_3_19.UOI.__ieee754_pow;0;0
e_pow.mut.179.4_3_22.ROR.__ieee754_pow;1;1
e_pow.mut.179.5_3_25.ICR.__ieee754_pow;1;1
e_pow.mut.179.5_4_22.ROR.__ieee754_pow;1;1
e_pow.mut.179.6_1_22.ROR.__ieee754_pow;1;1
e_pow.mut.180.1_1_23.ABS.__ieee754_pow;1;1
e_pow.mut.180.1_2_15.UOI.__ieee754_pow;0;0
e_pow.mut.180.1_2_26.ABS.__ieee754_pow;0;0
e_pow.mut.180.2_1_19.ICR.__ieee754_pow;0;0
e_pow.mut.180.2_4_15.UOI.__ieee754_pow;0;0
e_pow.mut.180.3_1_15.UOI.__ieee754_pow;0;0
e_pow.mut.180.3_2_17.ROR.__ieee754_pow;1;1
e_pow.mut.180.4_3_15.UOI.__ieee754_pow;0;0
e_pow.mut.180.4_3_17.ROR.__ieee754_pow;1;1
e_pow.mut.182.1_1_15.ROD.__ieee754_pow;1;1
e_pow.mut.182.1_1_22.ABS.__ieee754_pow;1;1
e_pow.mut.182.1_2_15.UOI.__ieee754_pow;0;0
e_pow.mut.182.1_4_17.ROR.__ieee754_pow;1;1
e_pow.mut.182.2_1_18.ICR.__ieee754_pow;0;0
e_pow.mut.182.2_4_15.UOI.__ieee754_pow;0;0
e_pow.mut.182.2_5_17.ROR.__ieee754_pow;1;1
e_pow.mut.182.3_1_15.UOI.__ieee754_pow;0;0
e_pow.mut.182.4_2_17.ROR.__ieee754_pow;0;0
e_pow.mut.182.4_3_15.UOI.__ieee754_pow;0;0
e_pow.mut.182.5_3_17.ROR.__ieee754_pow;1;1
e_pow.mut.184.1_1_6.SDL.__ieee754_pow;0;0
e_pow.mut.184.1_1_9.ROD.__ieee754_pow;1;1
e_pow.mut.184.1_2_9.UOI.__ieee754_pow;1;1
e_pow.mut.184.1_4_11.ROR.__ieee754_pow;1;1
e_pow.mut.184.1_6_13.ICR.__ieee754_pow;0;0
e_pow.mut.184.2_2_11.ROD.__ieee754_pow;1;1
e_pow.mut.184.2_4_9.UOI.__ieee754_pow;0;0
e_pow.mut.184.2_5_11.ROR.__ieee754_pow;1;1
e_pow.mut.184.3_1_9.UOI.__ieee754_pow;1;1
e_pow.mut.184.3_2_11.ROR.__ieee754_pow;1;1
e_pow.mut.184.3_5_13.ICR.__ieee754_pow;0;0
e_pow.mut.184.4_2_13.ICR.__ieee754_pow;1;1
e_pow.mut.184.4_3_11.ROR.__ieee754_pow;1;1
e_pow.mut.184.4_3_9.UOI.__ieee754_pow;0;0
e_pow.mut.184.5_3_13.ICR.__ieee754_pow;1;1
e_pow.mut.185.1_1_19.ABS.__ieee754_pow;1;1
e_pow.mut.185.1_2_23.ABS.__ieee754_pow;1;1
e_pow.mut.185.1_2_6.UOI.__ieee754_pow;0;0
e_pow.mut.185.1_3_22.AOR.__ieee754_pow;1;1
e_pow.mut.185.1_3_38.ABS.__ieee754_pow;1;1
e_pow.mut.185.1_4_8.ROR.__ieee754_pow;1;1
e_pow.mut.185.2_1_9.ICR.__ieee754_pow;0;0
e_pow.mut.185.2_2_22.AOD.__ieee754_pow;1;1
e_pow.mut.185.2_2_8.ROD.__ieee754_pow;1;1
e_pow.mut.185.2_4_22.AOR.__ieee754_pow;1;1
e_pow.mut.185.2_4_6.UOI.__ieee754_pow;0;0
e_pow.mut.185.3_1_6.UOI.__ieee754_pow;0;0
e_pow.mut.185.4_3_6.UOI.__ieee754_pow;0;0
e_pow.mut.185.5_3_8.ROR.__ieee754_pow;1;1
e_pow.mut.187.1_1_6.SDL.__ieee754_pow;0;0
e_pow.mut.187.1_1_9.ROD.__ieee754_pow;1;1
e_pow.mut.187.1_2_33.AOR.__ieee754_pow;1;1
e_pow.mut.187.1_2_9.UOI.__ieee754_pow;1;1
e_pow.mut.187.1_4_11.ROR.__ieee754_pow;1;1
e_pow.mut.187.1_6_13.ICR.__ieee754_pow;0;0
e_pow.mut.187.2_1_13.ICR.__ieee754_pow;0;0
e_pow.mut.187.2_2_11.ROD.__ieee754_pow;1;1
e_pow.mut.187.2_3_33.AOR.__ieee754_pow;1;1
e_pow.mut.187.2_4_9.UOI.__ieee754_pow;1;1
e_pow.mut.187.2_5_11.ROR.__ieee754_pow;1;1
e_pow.mut.187.3_1_9.UOI.__ieee754_pow;1;1
e_pow.mut.187.3_2_11.ROR.__ieee754_pow;1;1
e_pow.mut.187.3_5_13.ICR.__ieee754_pow;0;0
e_pow.mut.187.4_2_13.ICR.__ieee754_pow;1;1
e_pow.mut.187.4_3_11.ROR.__ieee754_pow;1;1
e_pow.mut.187.4_3_9.UOI.__ieee754_pow;1;1
e_pow.mut.187.4_4_33.AOR.__ieee754_pow;1;1
e_pow.mut.187.5_3_13.ICR.__ieee754_pow;1;1
e_pow.mut.187.6_4_13.ICR.__ieee754_pow;1;0
e_pow.mut.188.1_1_6.SDL.__ieee754_pow;0;0
e_pow.mut.188.1_1_9.ROD.__ieee754_pow;1;1
e_pow.mut.188.1_2_9.UOI.__ieee754_pow;1;1
e_pow.mut.188.1_4_11.ROR.__ieee754_pow;1;1
e_pow.mut.188.1_6_13.ICR.__ieee754_pow;0;0
e_pow.mut.188.2_2_11.ROD.__ieee754_pow;1;1
e_pow.mut.188.2_4_9.UOI.__ieee754_pow;0;0
e_pow.mut.188.2_5_11.ROR.__ieee754_pow;1;1
e_pow.mut.188.3_1_9.UOI.__ieee754_pow;1;1
e_pow.mut.188.3_2_11.ROR.__ieee754_pow;1;1
e_pow.mut.188.3_5_13.ICR.__ieee754_pow;0;0
e_pow.mut.188.4_2_13.ICR.__ieee754_pow;1;1
e_pow.mut.188.4_3_11.ROR.__ieee754_pow;1;1
e_pow.mut.188.4_3_9.UOI.__ieee754_pow;0;0
e_pow.mut.188.5_3_13.ICR.__ieee754_pow;1;1
e_pow.mut.188.6_4_13.ICR.__ieee754_pow;0;0
e_pow.mut.189.1_1_3.SDL.__ieee754_pow;0;0
e_pow.mut.189.1_1_6.ROD.__ieee754_pow;0;0
e_pow.mut.189.1_2_6.UOI.__ieee754_pow;0;0
e_pow.mut.189.2_1_10.ICR.__ieee754_pow;0;0
e_pow.mut.189.2_4_6.UOI.__ieee754_pow;0;0
e_pow.mut.189.3_1_6.UOI.__ieee754_pow;0;0
e_pow.mut.189.4_3_6.UOI.__ieee754_pow;0;0
e_pow.mut.189.4_3_8.ROR.__ieee754_pow;0;0
e_pow.mut.189.5_4_8.ROR.__ieee754_pow;0;0
e_pow.mut.190.1_1_25.ABS.__ieee754_pow;1;1
e_pow.mut.194.1_1_14.ABS.__ieee754_pow;0;0
e_pow.mut.194.1_1_2.SDL.__ieee754_pow;1;1
e_pow.mut.196.1_1_2.SDL.__ieee754_pow;1;1
e_pow.mut.196.1_2_5.UOI.__ieee754_pow;1;1
e_pow.mut.196.1_2_9.ICR.__ieee754_pow;1;1
e_pow.mut.196.2_1_9.ICR.__ieee754_pow;1;1
e_pow.mut.196.2_4_5.UOI.__ieee754_pow;0;0
e_pow.mut.196.2_5_7.ROR.__ieee754_pow;1;1
e_pow.mut.196.3_1_5.UOI.__ieee754_pow;1;1
e_pow.mut.196.4_3_5.UOI.__ieee754_pow;0;0
e_pow.mut.197.1_1_6.SDL.__ieee754_pow;1;1
e_pow.mut.197.1_10_32.UOI.__ieee754_pow;1;1
e_pow.mut.197.1_14_34.ROR.__ieee754_pow;1;1
e_pow.mut.197.1_14_36.ICR.__ieee754_pow;1;1
e_pow.mut.197.1_2_30.LCR.__ieee754_pow;1;1
e_pow.mut.197.1_2_9.UOI.__ieee754_pow;1;1
e_pow.mut.197.1_6_13.ICR.__ieee754_pow;1;1
e_pow.mut.197.1_6_25.UOI.__ieee754_pow;1;1
e_pow.mut.197.1_8_29.ICR.__ieee754_pow;1;1
e_pow.mut.197.2_1_13.ICR.__ieee754_pow;1;0
e_pow.mut.197.2_12_32.UOI.__ieee754_pow;1;1
e_pow.mut.197.2_15_34.ROR.__ieee754_pow;1;1
e_pow.mut.197.2_4_9.UOI.__ieee754_pow;1;1
e_pow.mut.197.2_5_11.ROR.__ieee754_pow;0;0
e_pow.mut.197.2_8_25.UOI.__ieee754_pow;1;1
e_pow.mut.197.3_1_9.UOI.__ieee754_pow;1;1
e_pow.mut.197.3_12_34.ROR.__ieee754_pow;1;1
e_pow.mut.197.3_13_36.ICR.__ieee754_pow;1;1
e_pow.mut.197.3_2_11.ROR.__ieee754_pow;1;1
e_pow.mut.197.3_5_25.UOI.__ieee754_pow;1;1
e_pow.mut.197.3_9_32.UOI.__ieee754_pow;1;1
e_pow.mut.197.4_10_36.ICR.__ieee754_pow;1;1
e_pow.mut.197.4_11_32.UOI.__ieee754_pow;1;1
e_pow.mut.197.4_13_34.ROR.__ieee754_pow;1;1
e_pow.mut.197.4_3_9.UOI.__ieee754_pow;1;1
e_pow.mut.197.4_7_25.UOI.__ieee754_pow;1;1
e_pow.mut.197.4_8_27.ROR.__ieee754_pow;0;0
e_pow.mut.197.5_11_36.ICR.__ieee754_pow;1;1
e_pow.mut.197.5_3_13.ICR.__ieee754_pow;1;1
e_pow.mut.197.6_11_34.ROR.__ieee754_pow;1;1
e_pow.mut.197.7_1_9.ROR.__ieee754_pow;1;1
e_pow.mut.198.1_1_3.SDL.__ieee754_pow;1;1
e_pow.mut.198.1_1_7.ABS.__ieee754_pow;1;1
e_pow.mut.199.1_1_16.ABS.__ieee754_pow;1;1
e_pow.mut.199.1_2_20.ABS.__ieee754_pow;1;1
e_pow.mut.199.1_2_6.UOI.__ieee754_pow;0;0
e_pow.mut.199.1_3_19.AOR.__ieee754_pow;1;1
e_pow.mut.199.1_4_8.ROR.__ieee754_pow;1;1
e_pow.mut.199.2_1_9.ICR.__ieee754_pow;0;0
e_pow.mut.199.2_2_19.AOD.__ieee754_pow;1;1
e_pow.mut.199.2_4_19.AOR.__ieee754_pow;1;1
e_pow.mut.199.2_4_6.UOI.__ieee754_pow;0;0
e_pow.mut.199.3_1_6.UOI.__ieee754_pow;0;0
e_pow.mut.199.4_2_8.ROR.__ieee754_pow;0;0
e_pow.mut.199.4_3_6.UOI.__ieee754_pow;0;0
e_pow.mut.199.5_3_8.ROR.__ieee754_pow;1;1
e_pow.mut.200.1_1_3.SDL.__ieee754_pow;1;1
e_pow.mut.200.1_1_6.ROD.__ieee754_pow;1;1
e_pow.mut.200.1_2_6.UOI.__ieee754_pow;1;0
e_pow.mut.200.1_4_8.ROR.__ieee754_pow;1;1
e_pow.mut.200.2_1_9.ICR.__ieee754_pow;0;0
e_pow.mut.200.2_4_6.UOI.__ieee754_pow;0;0
e_pow.mut.200.3_1_6.UOI.__ieee754_pow;0;0
e_pow.mut.200.4_3_6.UOI.__ieee754_pow;0;0
e_pow.mut.200.5_3_8.ROR.__ieee754_pow;1;1
e_pow.mut.201.1_1_11.BOD.__ieee754_pow;1;1
e_pow.mut.201.1_1_7.SDL.__ieee754_pow;1;1
e_pow.mut.201.1_2_12.UOI.__ieee754_pow;1;1
e_pow.mut.201.1_3_14.AOR.__ieee754_pow;1;1
e_pow.mut.201.1_4_34.ROR.__ieee754_pow;1;1
e_pow.mut.201.1_6_15.ICR.__ieee754_pow;1;1
e_pow.mut.201.1_6_27.UOI.__ieee754_pow;1;1
e_pow.mut.201.1_8_36.ICR.__ieee754_pow;1;1
e_pow.mut.201.2_1_15.ICR.__ieee754_pow;1;1
e_pow.mut.201.2_2_26.BOD.__ieee754_pow;1;1
e_pow.mut.201.2_4_12.UOI.__ieee754_pow;0;0
e_pow.mut.201.2_5_34.ROR.__ieee754_pow;1;1
e_pow.mut.201.2_7_36.ICR.__ieee754_pow;1;1
e_pow.mut.201.2_8_27.UOI.__ieee754_pow;1;1
e_pow.mut.201.3_1_12.UOI.__ieee754_pow;1;1
e_pow.mut.201.3_2_14.AOR.__ieee754_pow;1;1
e_pow.mut.201.3_2_34.ROR.__ieee754_pow;1;1
e_pow.mut.201.3_5_15.ICR.__ieee754_pow;1;1
e_pow.mut.201.3_5_27.UOI.__ieee754_pow;1;1
e_pow.mut.201.4_2_15.ICR.__ieee754_pow;1;1
e_pow.mut.201.4_3_12.UOI.__ieee754_pow;0;0
e_pow.mut.201.4_3_34.ROR.__ieee754_pow;1;1
e_pow.mut.201.4_4_14.AOR.__ieee754_pow;1;1
e_pow.mut.201.4_7_27.UOI.__ieee754_pow;1;1
e_pow.mut.201.5_1_14.AOR.__ieee754_pow;1;1
e_pow.mut.201.5_3_15.ICR.__ieee754_pow;1;1
e_pow.mut.201.6_1_26.LCR.__ieee754_pow;1;1
e_pow.mut.201.8_2_26.LCR.__ieee754_pow;0;0
e_pow.mut.202.1_1_4.SDL.__ieee754_pow;1;1
e_pow.mut.202.1_1_9.ABS.__ieee754_pow;1;1
e_pow.mut.202.1_3_10.AOR.__ieee754_pow;1;1
e_pow.mut.202.2_8_13.AOR.__ieee754_pow;1;1
e_pow.mut.202.3_2_10.AOR.__ieee754_pow;1;1
e_pow.mut.202.4_4_10.AOR.__ieee754_pow;1;1
e_pow.mut.203.1_1_17.ROD.__ieee754_pow;1;1
e_pow.mut.203.1_2_17.UOI.__ieee754_pow;1;1
e_pow.mut.203.1_4_23.ROR.__ieee754_pow;1;1
e_pow.mut.203.2_1_25.ICR.__ieee754_pow;1;1
e_pow.mut.203.2_4_17.UOI.__ieee754_pow;0;0
e_pow.mut.203.3_1_17.UOI.__ieee754_pow;1;1
e_pow.mut.203.3_2_23.ROR.__ieee754_pow;1;1
e_pow.mut.203.4_3_17.UOI.__ieee754_pow;0;0
e_pow.mut.203.4_3_23.ROR.__ieee754_pow;1;0
e_pow.mut.204.1_1_9.ABS.__ieee754_pow;1;1
e_pow.mut.206.1_1_10.ABS.__ieee754_pow;1;1
e_pow.mut.210.1_1_10.SOD.__ieee754_pow;1;1
e_pow.mut.210.1_1_5.SDL.__ieee754_pow;1;1
e_pow.mut.210.1_1_9.AOD.__ieee754_pow;1;1
e_pow.mut.210.1_2_22.UOI.__ieee754_pow;1;1
e_pow.mut.210.1_6_26.ICR.__ieee754_pow;1;1
e_pow.mut.210.2_1_26.ICR.__ieee754_pow;0;0
e_pow.mut.210.2_2_24.SOD.__ieee754_pow;1;1
e_pow.mut.210.2_4_22.UOI.__ieee754_pow;0;0
e_pow.mut.210.3_1_22.UOI.__ieee754_pow;0;0
e_pow.mut.210.4_2_26.ICR.__ieee754_pow;1;1
e_pow.mut.210.4_3_22.UOI.__ieee754_pow;0;0
e_pow.mut.210.5_1_29.AOR.__ieee754_pow;1;1
e_pow.mut.210.5_3_26.ICR.__ieee754_pow;1;1
e_pow.mut.210.6_4_26.ICR.__ieee754_pow;1;1
e_pow.mut.213.1_1_31.ABS.__ieee754_pow;1;1
e_pow.mut.213.1_1_9.BOD.__ieee754_pow;1;1
e_pow.mut.213.1_11_38.AOR.__ieee754_pow;1;1
e_pow.mut.213.1_2_20.ICR.__ieee754_pow;1;1
e_pow.mut.213.1_2_9.UOI.__ieee754_pow;1;1
e_pow.mut.213.1_3_32.AOR.__ieee754_pow;1;1
e_pow.mut.213.1_4_18.ROR.__ieee754_pow;1;1
e_pow.mut.213.1_6_11.UOI.__ieee754_pow;1;1
e_pow.mut.213.2_1_20.ICR.__ieee754_pow;1;1
e_pow.mut.213.2_2_10.BOD.__ieee754_pow;1;1
e_pow.mut.213.2_4_9.UOI.__ieee754_pow;1;1
e_pow.mut.213.2_5_18.ROR.__ieee754_pow;1;1
e_pow.mut.213.2_8_11.UOI.__ieee754_pow;1;1
e_pow.mut.213.3_2_18.ROR.__ieee754_pow;1;1
e_pow.mut.213.3_2_32.AOR.__ieee754_pow;1;1
e_pow.mut.213.3_5_11.UOI.__ieee754_pow;1;1
e_pow.mut.213.4_3_18.ROR.__ieee754_pow;1;1
e_pow.mut.213.4_3_9.UOI.__ieee754_pow;1;1
e_pow.mut.213.4_4_32.AOR.__ieee754_pow;1;1
e_pow.mut.213.4_7_11.UOI.__ieee754_pow;1;1
e_pow.mut.213.6_1_10.LCR.__ieee754_pow;1;1
e_pow.mut.213.8_2_10.LCR.__ieee754_pow;0;0
e_pow.mut.216.1_1_9.BOD.__ieee754_pow;0;0
e_pow.mut.216.1_2_9.UOI.__ieee754_pow;1;1
e_pow.mut.216.1_3_18.AOR.__ieee754_pow;1;1
e_pow.mut.216.1_4_22.ROR.__ieee754_pow;1;1
e_pow.mut.216.1_5_24.ICR.__ieee754_pow;1;1
e_pow.mut.216.1_6_12.UOI.__ieee754_pow;1;1
e_pow.mut.216.2_4_24.ICR.__ieee754_pow;1;1
e_pow.mut.216.2_4_9.UOI.__ieee754_pow;0;0
e_pow.mut.216.2_5_22.ROR.__ieee754_pow;1;1
e_pow.mut.216.2_8_12.UOI.__ieee754_pow;0;0
e_pow.mut.216.3_1_9.UOI.__ieee754_pow;1;1
e_pow.mut.216.3_2_22.ROR.__ieee754_pow;1;1
e_pow.mut.216.3_5_12.UOI.__ieee754_pow;1;1
e_pow.mut.216.4_3_19.ICR.__ieee754_pow;1;1
e_pow.mut.216.4_3_22.ROR.__ieee754_pow;1;1
e_pow.mut.216.4_3_9.UOI.__ieee754_pow;0;0
e_pow.mut.216.4_7_12.UOI.__ieee754_pow;0;0
e_pow.mut.216.6_1_10.LCR.__ieee754_pow;1;1
e_pow.mut.216.8_2_10.LCR.__ieee754_pow;1;1
e_pow.mut.219.1_1_2.SDL.__ieee754_pow;1;1
e_pow.mut.219.1_1_5.ROD.__ieee754_pow;1;1
e_pow.mut.219.1_2_5.UOI.__ieee754_pow;0;0
e_pow.mut.219.1_6_8.ICR.__ieee754_pow;1;1
e_pow.mut.219.2_1_8.ICR.__ieee754_pow;1;1
e_pow.mut.219.2_4_5.UOI.__ieee754_pow;0;0
e_pow.mut.219.2_5_7.ROR.__ieee754_pow;0;0
e_pow.mut.219.3_1_5.UOI.__ieee754_pow;0;0
e_pow.mut.219.3_2_7.ROR.__ieee754_pow;1;1
e_pow.mut.219.3_5_8.ICR.__ieee754_pow;1;1
e_pow.mut.219.4_2_8.ICR.__ieee754_pow;0;0
e_pow.mut.219.4_3_5.UOI.__ieee754_pow;0;0
e_pow.mut.219.5_4_7.ROR.__ieee754_pow;0;0
e_pow.mut.219.6_1_7.ROR.__ieee754_pow;1;1
e_pow.mut.220.1_1_6.SDL.__ieee754_pow;0;0
e_pow.mut.220.1_2_9.UOI.__ieee754_pow;0;0
e_pow.mut.220.2_4_9.UOI.__ieee754_pow;0;0
e_pow.mut.220.3_1_9.UOI.__ieee754_pow;0;0
e_pow.mut.220.3_2_11.ROR.__ieee754_pow;0;0
e_pow.mut.220.4_2_12.ICR.__ieee754_pow;0;0
e_pow.mut.220.4_3_9.UOI.__ieee754_pow;0;0
e_pow.mut.220.5_4_11.ROR.__ieee754_pow;0;0
e_pow.mut.220.6_1_11.ROR.__ieee754_pow;0;0
e_pow.mut.221.1_1_37.ABS.__ieee754_pow;1;1
e_pow.mut.221.1_1_37.AOD.__ieee754_pow;1;1
e_pow.mut.221.1_10_52.AOR.__ieee754_pow;1;1
e_pow.mut.221.1_14_57.AOR.__ieee754_pow;1;1
e_pow.mut.221.1_2_37.AOD.__ieee754_pow;0;0
e_pow.mut.221.1_2_39.AOR.__ieee754_pow;0;0
e_pow.mut.221.1_2_40.ABS.__ieee754_pow;1;1
e_pow.mut.221.1_2_6.UOI.__ieee754_pow;0;0
e_pow.mut.221.1_3_45.ABS.__ieee754_pow;1;1
e_pow.mut.221.1_4_50.ABS.__ieee754_pow;0;0
e_pow.mut.221.1_5_50.AOD.__ieee754_pow;1;1
e_pow.mut.221.1_5_53.ABS.__ieee754_pow;0;0
e_pow.mut.221.1_6_10.ICR.__ieee754_pow;0;0
e_pow.mut.221.1_6_30.UOI.__ieee754_pow;0;0
e_pow.mut.221.1_6_44.AOR.__ieee754_pow;1;1
e_pow.mut.221.1_6_50.AOD.__ieee754_pow;0;0
e_pow.mut.221.1_6_58.ABS.__ieee754_pow;0;0
e_pow.mut.221.1_9_32.ROR.__ieee754_pow;1;1
e_pow.mut.221.2_10_32.ROR.__ieee754_pow;1;1
e_pow.mut.221.2_11_52.AOR.__ieee754_pow;1;1
e_pow.mut.221.2_15_57.AOR.__ieee754_pow;0;0
e_pow.mut.221.2_3_39.AOR.__ieee754_pow;1;1
e_pow.mut.221.2_4_6.UOI.__ieee754_pow;0;0
e_pow.mut.221.2_7_33.ICR.__ieee754_pow;0;0
e_pow.mut.221.2_7_44.AOR.__ieee754_pow;1;1
e_pow.mut.221.3_1_6.UOI.__ieee754_pow;1;1
e_pow.mut.221.3_5_10.ICR.__ieee754_pow;0;0
e_pow.mut.221.3_5_30.UOI.__ieee754_pow;0;0
e_pow.mut.221.4_12_52.AOR.__ieee754_pow;1;1
e_pow.mut.221.4_16_57.AOR.__ieee754_pow;1;1
e_pow.mut.221.4_2_10.ICR.__ieee754_pow;0;0
e_pow.mut.221.4_3_6.UOI.__ieee754_pow;0;0
e_pow.mut.221.4_4_39.AOR.__ieee754_pow;1;1
e_pow.mut.221.4_8_44.AOR.__ieee754_pow;1;1
e_pow.mut.221.5_3_8.ROR.__ieee754_pow;0;0
e_pow.mut.221.6_1_8.ROR.__ieee754_pow;1;1
e_pow.mut.222.1_1_37.ABS.__ieee754_pow;1;1
e_pow.mut.222.1_1_37.AOD.__ieee754_pow;1;1
e_pow.mut.222.1_10_52.AOR.__ieee754_pow;1;1
e_pow.mut.222.1_14_57.AOR.__ieee754_pow;1;1
e_pow.mut.222.1_2_37.AOD.__ieee754_pow;0;0
e_pow.mut.222.1_2_39.AOR.__ieee754_pow;0;0
e_pow.mut.222.1_2_40.ABS.__ieee754_pow;1;1
e_pow.mut.222.1_2_6.UOI.__ieee754_pow;0;0
e_pow.mut.222.1_3_30.ROD.__ieee754_pow;1;1
e_pow.mut.222.1_3_45.ABS.__ieee754_pow;1;1
e_pow.mut.222.1_4_50.ABS.__ieee754_pow;0;0
e_pow.mut.222.1_5_50.AOD.__ieee754_pow;1;1
e_pow.mut.222.1_5_53.ABS.__ieee754_pow;0;0
e_pow.mut.222.1_6_30.UOI.__ieee754_pow;0;0
e_pow.mut.222.1_6_44.AOR.__ieee754_pow;1;1
e_pow.mut.222.1_6_50.AOD.__ieee754_pow;0;0
e_pow.mut.222.1_6_58.ABS.__ieee754_pow;0;0
e_pow.mut.222.1_8_33.ICR.__ieee754_pow;0;0
e_pow.mut.222.2_11_52.AOR.__ieee754_pow;1;1
e_pow.mut.222.2_15_57.AOR.__ieee754_pow;0;0
e_pow.mut.222.2_3_39.AOR.__ieee754_pow;1;1
e_pow.mut.222.2_7_44.AOR.__ieee754_pow;1;1
e_pow.mut.222.3_5_30.UOI.__ieee754_pow;0;0
e_pow.mut.222.3_7_32.ROR.__ieee754_pow;1;1
e_pow.mut.222.4_12_52.AOR.__ieee754_pow;1;1
e_pow.mut.222.4_16_57.AOR.__ieee754_pow;1;1
e_pow.mut.222.4_3_8.ROR.__ieee754_pow;0;0
e_pow.mut.222.4_4_39.AOR.__ieee754_pow;1;1
e_pow.mut.222.4_8_32.ROR.__ieee754_pow;1;1
e_pow.mut.222.4_8_44.AOR.__ieee754_pow;1;1
