SpacecraftConfigurationVector.mut.101.1_1_5.SDL.ScvBitSet|./ApplicationLayer/Operational_Sequences/Source;113676;1
SpacecraftConfigurationVector.mut.115.1_1_31.AOD.ScvBitClear|./ApplicationLayer/Operational_Sequences/Source;522601;6
SpacecraftConfigurationVector.mut.115.1_3_34.AOR.ScvBitClear|./ApplicationLayer/Operational_Sequences/Source;1172321;13
SpacecraftConfigurationVector.mut.115.1_3_36.AOD.ScvBitClear|./ApplicationLayer/Operational_Sequences/Source;516580;6
SpacecraftConfigurationVector.mut.115.1_6_31.ICR.ScvBitClear|./ApplicationLayer/Operational_Sequences/Source;526136;6
