SpacecraftConfigurationVector.mut.101.1_1_5.SDL.ScvBitSet|./ApplicationLayer/Operational_Sequences/Source;5479596;2
SpacecraftConfigurationVector.mut.115.1_1_31.AOD.ScvBitClear|./ApplicationLayer/Operational_Sequences/Source;8889984;3
SpacecraftConfigurationVector.mut.115.1_3_34.AOR.ScvBitClear|./ApplicationLayer/Operational_Sequences/Source;11502633;5
SpacecraftConfigurationVector.mut.115.1_3_36.AOD.ScvBitClear|./ApplicationLayer/Operational_Sequences/Source;8920303;3
SpacecraftConfigurationVector.mut.115.1_6_31.ICR.ScvBitClear|./ApplicationLayer/Operational_Sequences/Source;9172919;3
