SpacecraftConfigurationVector.mut.101.1_1_5.SDL.ScvBitSet|./ApplicationLayer/Operational_Sequences/Source;5360358;2
SpacecraftConfigurationVector.mut.115.1_1_31.AOD.ScvBitClear|./ApplicationLayer/Operational_Sequences/Source;6190371;2
SpacecraftConfigurationVector.mut.115.1_3_34.AOR.ScvBitClear|./ApplicationLayer/Operational_Sequences/Source;5960017;2
SpacecraftConfigurationVector.mut.115.1_3_36.AOD.ScvBitClear|./ApplicationLayer/Operational_Sequences/Source;6032921;2
SpacecraftConfigurationVector.mut.115.1_6_31.ICR.ScvBitClear|./ApplicationLayer/Operational_Sequences/Source;6292483;2
