701;1;173;63;528;24.68
701;2;173;71;528;24.68
701;3;170;72;531;24.25
701;4;183;72;518;26.11
701;5;184;74;517;26.25
701;6;164;70;537;23.40
701;7;178;58;523;25.39
701;8;173;69;528;24.68
701;9;158;64;543;22.54
701;10;170;69;531;24.25
